05;3;74;036;00278;5;;001;2596370.1974708172;5674901.295064955;A;00
05;3;74;036;00278;6;;001;2596374.3027927093;5674913.908496606;A;00
05;3;74;036;00278;7;;001;2596386.867985291;5674889.804484981;A;00
05;3;74;036;00279;1;a;001;2596299.584691272;5675640.176713152;A;00
05;3;74;036;00279;1;;001;2596287.580169469;5675641.213189132;A;00
05;3;74;036;00279;2;a;001;2596273.6548958523;5675668.48841798;A;00
05;3;74;036;00279;2;;001;2596276.3567290814;5675682.738544677;A;00
05;3;74;036;00279;3;;001;2596181.856696964;5675677.5420074565;A;00
05;3;74;036;00279;4;;001;2596159.7024729424;5675613.198905559;A;00
05;3;74;036;00279;5;;001;2596344.650366488;5675749.1725665545;A;00
05;3;74;036;00279;6;;001;2596320.692636293;5675698.785376555;A;00
05;3;74;036;00280;1;;001;2595727.4478434892;5675708.664994784;A;00
05;3;74;036;00280;10;;001;2595784.196540938;5675837.284425934;A;00
05;3;74;036;00280;10;a;001;2595766.4306130065;5675844.635299684;A;00
05;3;74;036;00280;11;;001;2596159.382928992;5676265.204714745;A;00
05;3;74;036;00280;12;;001;2596014.455776016;5676094.627512842;A;00
05;3;74;036;00280;13;;001;2596024.067897618;5676136.5703752;A;00
05;3;74;036;00280;15;;001;2595846.2354285815;5675832.665055086;A;00
05;3;74;036;00280;16;;001;2595850.008414099;5675910.86555526;A;00
05;3;74;036;00280;17;;001;2595821.120710111;5675786.952307899;A;00
05;3;74;036;00280;18;;001;2595856.684058541;5675790.769750561;A;00
05;3;74;036;00280;18;a;001;2595859.4983927575;5675793.612936242;A;00
05;3;74;036;00280;2;;001;2595872.4649283467;5675800.912590514;A;00
05;3;74;036;00280;3;;001;2595890.7879717774;5675868.234844805;A;00
05;3;74;036;00280;4;;001;2595893.4982200814;5675876.150791465;A;00
05;3;74;036;00280;5;;001;2595898.568901363;5675899.370160094;A;00
05;3;74;036;00280;6;;001;2595834.4517698437;5675883.517490241;A;00
05;3;74;036;00280;7;;001;2595799.9366086842;5675876.613142213;A;00
05;3;74;036;00280;8;;001;2595802.203896175;5675824.194608797;A;00
05;3;74;036;00280;8;a;001;2595795.549009925;5675850.617369079;A;00
05;3;74;036;00280;9;;001;2595726.177356135;5675848.9401154425;A;00
05;3;74;036;00281;1;;001;2595200.3770585256;5676182.103409563;A;00
05;3;74;036;00281;2;;001;2595184.833543455;5676244.532919026;A;00
05;3;74;036;00281;3;;001;2595156.392447682;5676208.615105001;A;00
05;3;74;036;00281;3;a;001;2595175.1582338004;5676228.96678423;A;00
05;3;74;036;00281;4;;001;2595145.162366284;5676246.110162547;A;00
05;3;74;036;00281;5;;001;2595139.6656689597;5676247.879981245;A;00
05;3;74;036;00281;6;;001;2595115.1854755753;5676228.843703529;A;00
05;3;74;036;00371;1;;001;2596783.7344322056;5674249.716543898;A;00
05;3;74;036;00371;3;;001;2596626.6990123824;5674153.784161333;A;00
05;3;74;036;00371;4;;001;2596608.946139625;5674188.665434591;A;00
05;3;74;036;00371;6;;001;2596705.454000692;5674211.2868378395;A;00
05;3;74;036;00328;1;;001;2594692.6833458915;5674687.5531512005;A;00
05;3;74;036;00328;10;;001;2594801.1602221266;5674757.659831668;A;00
05;3;74;036;00328;11;a;001;2594828.5569673623;5674780.960887864;A;00
05;3;74;036;00328;11;;001;2594822.0550087015;5674759.959909404;A;00
05;3;74;036;00328;11;b;001;2594831.7578770444;5674785.860236169;A;00
05;3;74;036;00328;11;c;001;2594834.75806531;5674790.060572958;A;00
05;3;74;036;00328;11;d;001;2594837.8579041404;5674794.860681616;A;00
05;3;74;036;00328;12;;001;2594838.953566328;5674760.360730266;A;00
05;3;74;036;00328;12;a;001;2594854.2548083416;5674781.559897128;A;00
05;3;74;036;00328;13;;001;2594919.244151836;5674720.869506706;A;00
05;3;74;036;00328;2;;001;2594715.2818620396;5674703.857211082;A;00
05;3;74;036;00328;3;;001;2594729.815587454;5674713.1330098035;A;00
05;3;74;036;00328;6;;001;2594751.682731146;5674727.660147882;A;00
05;3;74;036;00328;9;;001;2594787.3699802556;5674746.260854659;A;00
05;3;74;036;00001;1;;001;2594235.282285053;5675491.006555242;A;00
05;3;74;036;00001;10;;001;2594247.3028044;5675504.404707669;A;00
05;3;74;036;00001;11;;001;2594172.5301197986;5675544.329090512;A;00
05;3;74;036;00001;12;;001;2594235.236810022;5675520.111908017;A;00
05;3;74;036;00001;14;;001;2594218.433517176;5675540.249042663;A;00
05;3;74;036;00001;16;;001;2594203.2422215506;5675550.897789112;A;00
05;3;74;036;00001;18;;001;2594191.947037694;5675568.494650947;A;00
05;3;74;036;00001;2;;001;2594215.6832364765;5675454.852478673;A;00
05;3;74;036;00001;20;;001;2594169.345498436;5675565.209700275;A;00
05;3;74;036;00001;22;;001;2594153.532195228;5675550.398151708;A;00
05;3;74;036;00001;3;;001;2594222.737045487;5675504.328399996;A;00
05;3;74;036;00001;4;;001;2594234.9843171886;5675463.838468116;A;00
05;3;74;036;00001;5;;001;2594211.525664449;5675518.280401602;A;00
05;3;74;036;00001;6;;001;2594254.8810224812;5675472.948905326;A;00
05;3;74;036;00001;7;;001;2594197.630800473;5675530.892347459;A;00
05;3;74;036;00001;8;;001;2594259.685507271;5675489.865799503;A;00
05;3;74;036;00001;9;;001;2594180.409018771;5675538.528714795;A;00
05;3;74;036;00002;10;;001;2595673.169229587;5674980.957917547;A;00
05;3;74;036;00002;11;a;001;2595724.210032229;5675035.415498708;A;00
05;3;74;036;00002;11;;001;2595712.863887193;5674989.838732985;A;00
